truth distance cut
1 0.03930668876532775 2.0
1 0.006878670533932903 2.0
1 0.02595697846501517 2.0
1 0.021867480374963753 2.0
1 0.0001516059648302948 2.0
1 0.00398388254885641 2.0
1 0.04256177392871127 2.0
1 0.0029633189608487863 2.0
1 0.00353413824241772 2.0
1 0.020195075670962875 2.0
1 0.00016072197979855152 2.0
1 2.8126346464676652e-05 2.0
1 5.5248180555914285e-05 2.0
1 5.5248180555914285e-05 2.0
1 55.81967532460597 2.0
0 1.0040927130499218 2.0
0 0.17571622478373566 2.0
0 57.4334186096868 2.0
1 0.8006973756962286 2.0
1 0.1401220407468397 2.0
0 0.47129226167927474 2.0
1 0.15873197610483278 2.0
1 0.21400899510986557 2.0
0 0.001411059483707424 2.0
1 0.10083326932291926 2.0
1 0.01237146399794534 2.0
1 0.10808632357863503 2.0
1 0.3070069234873304 2.0
1 0.16170798131179212 2.0
1 0.003621294906309204 2.0
1 2.257715654489525e-06 2.0
1 0.0016890517378256803 2.0
1 0.7758570217791232 2.0
1 0.000261239637418164 2.0
1 0.015491310175600166 2.0
1 0.9780698218573592 2.0
1 0.02595697846501517 1.0
1 0.021867480374963753 1.0
1 0.0001516059648302948 1.0
1 0.00398388254885641 1.0
1 0.04256177392871127 1.0
1 0.0029633189608487863 1.0
1 0.00353413824241772 1.0
1 0.020195075670962875 1.0
1 0.00016072197979855152 1.0
1 2.8126346464676652e-05 1.0
1 5.5248180555914285e-05 1.0
1 5.5248180555914285e-05 1.0
1 55.81967532460597 1.0
0 1.0040927130499218 1.0
0 0.17571622478373566 1.0
0 57.4334186096868 1.0
1 0.8006973756962286 1.0
1 0.1401220407468397 1.0
0 0.018444222769767395 1.0
1 0.018444222769767885 1.0
1 1.8832791569668184 1.0
0 0.001411059483707424 1.0
1 0.10083326932291926 1.0
1 0.01237146399794534 1.0
1 0.10808632357863503 1.0
1 0.003621294906309204 1.0
1 0.00013979246831809374 1.0
1 0.0024162125001767217 1.0
1 0.7447900176098242 1.0
1 0.00013979246831809003 1.0
1 0.015491310175600166 1.0
1 0.9780698218573592 1.0
1 0.02595697846501517 0.4
1 0.021867480374963753 0.4
1 0.0001516059648302948 0.4
1 0.00398388254885641 0.4
1 0.04256177392871127 0.4
1 0.0029633189608487863 0.4
1 0.00353413824241772 0.4
1 0.020195075670962875 0.4
1 58.016734642795186 0.4
1 134.0006535546608 0.4
1 103.52217654418273 0.4
1 7.996762578062903 0.4
0 0.17571622478373566 0.4
1 0.8006973756962286 0.4
1 0.1401220407468397 0.4
0 2.8314484488826985 0.4
1 1.9016728313052027 0.4
0 0.001411059483707424 0.4
1 0.10083326932291926 0.4
1 0.01237146399794534 0.4
1 0.10808632357863503 0.4
1 0.003621294906309204 0.4
1 4.395303237288473 0.4
1 1.7669099456747428 0.4
1 0.7413908634865344 0.4
1 0.12823901375036162 0.4
1 0.015491310175600166 0.4
1 0.9780698218573592 0.4
1 0.04351376940243552 2.0
1 0.007614909645425929 2.0
1 6.642937580769441e-05 2.0
0 1.8533917259045822 2.0
1 0.2002765583041235 2.0
1 0.03858287829964731 2.0
1 0.39016336824134895 2.0
1 0.005045211063227855 2.0
0 498.5967012405006 2.0
0 0.6451382562817664 2.0
