,node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7,num_distinct_layers_endcap
0,0,27,801644925560029184,7,2,2,11.0,1,7,6.0
1,1,89,225183829659222016,7,2,8,14.0,1,12,6.0
2,1,124,225183829659222016,7,2,10,14.0,1,12,6.0
3,2,62,396317454403371008,7,2,6,14.0,1,11,6.0
4,3,63,67555162641661952,7,2,6,15.0,1,12,6.0
5,4,82,671041292280528896,7,2,7,11.0,1,3,2.0
6,4,52,671041292280528896,7,2,5,11.0,1,3,2.0
7,5,85,734096841024471040,7,2,7,13.0,1,8,6.0
8,6,97,909728499118374912,7,2,8,15.0,1,2,1.0
9,6,78,909728499118374912,7,2,7,15.0,1,2,1.0
10,7,99,157627911103315968,7,2,8,16.0,1,2,2.0
11,7,128,157627911103315968,7,2,10,16.0,1,2,2.0
12,8,198,153123280683794432,7,2,15,13.0,1,11,6.0
13,9,110,337777256317321216,7,2,9,14.0,1,8,4.0
14,9,70,337777256317321216,7,2,6,14.0,1,8,4.0
15,10,252,171138435107520512,7,2,20,11.0,1,10,4.0
16,10,225,171138435107520512,7,2,17,11.0,1,10,4.0
17,11,121,954766625695858688,7,2,9,13.0,1,7,5.0
18,12,129,707072975517515776,7,2,10,12.0,1,2,2.0
19,13,143,63053899476500480,7,2,11,13.0,1,7,4.0
20,14,164,396317385683894272,7,2,12,11.0,1,3,2.0
21,14,111,396317385683894272,7,2,9,11.0,1,3,2.0
22,15,168,716074471055687680,7,2,13,10.0,1,1,1.0
23,16,172,355784439281745920,7,2,13,10.0,1,7,7.0
24,17,174,63053830757023744,7,2,13,11.0,1,8,6.0
25,18,185,747603516737978368,7,2,14,13.0,1,10,6.0
26,19,222,63058434961965056,7,2,17,15.0,1,12,6.0
27,20,235,90076046996537344,7,2,18,12.0,1,7,6.0
28,21,286,445866327433805824,7,2,23,14.0,1,11,5.0
29,22,292,801651797507702784,7,2,23,14.0,1,11,6.0
30,23,303,180146458995982336,7,2,24,12.0,1,10,6.0
31,23,340,180146458995982336,7,2,26,12.0,1,10,6.0
32,24,306,671040948683145216,7,2,24,10.0,1,1,1.0
33,25,332,243194586036436992,7,2,26,11.0,1,9,6.0
34,25,348,243194586036436992,7,2,27,11.0,1,9,6.0
35,26,335,364807444016136192,7,2,26,12.0,1,9,7.0
36,27,338,495397676997672960,7,2,26,12.0,1,10,6.0
37,28,376,454868716325175296,7,2,29,11.0,1,6,4.0
38,28,382,454868716325175296,7,2,30,11.0,1,6,4.0
39,29,381,657528775411499008,7,2,29,15.0,1,12,7.0
40,29,350,657528775411499008,7,2,27,15.0,1,12,7.0
41,30,396,954763876916789248,7,2,31,15.0,1,12,6.0
42,31,398,639518362631667712,7,2,31,12.0,1,9,4.0
43,31,367,639518362631667712,7,2,28,12.0,1,9,4.0
44,32,862,117101424331980800,7,2,66,13.0,1,8,4.0
45,32,901,117101424331980800,7,2,68,13.0,1,8,4.0
46,33,424,445866945909096448,7,2,32,8.0,1,1,1.0
47,34,446,797138714592542720,7,2,34,11.0,1,8,6.0
48,35,451,671050431970934784,7,2,34,14.0,1,11,7.0
49,36,458,454866104985059328,7,2,35,8.0,1,4,4.0
50,37,956,864701642535075840,7,2,72,13.0,1,10,7.0
51,38,489,797138645873065984,7,2,37,12.0,1,7,6.0
52,39,491,860188559619915776,7,2,37,10.0,1,7,6.0
53,40,505,639532106527014912,7,2,38,11.0,1,2,2.0
54,40,531,639532106527014912,7,2,40,11.0,1,2,2.0
55,41,514,63076783062253568,7,2,39,13.0,1,8,5.0
56,42,527,319755848421212160,7,2,40,12.0,1,10,6.0
57,42,537,319755848421212160,7,2,41,12.0,1,10,6.0
58,43,533,941253902668398592,7,2,40,13.0,1,11,6.0
59,43,502,941253902668398592,7,2,38,13.0,1,11,6.0
60,44,548,941253765229445120,7,2,42,11.0,1,4,2.0
61,44,581,941253765229445120,7,2,44,11.0,1,4,2.0
62,45,555,873744094881382400,7,2,42,14.0,1,11,4.0
63,46,574,202669404935159808,7,2,44,13.0,1,5,4.0
64,47,575,873744094881382400,7,2,44,14.0,1,11,4.0
65,48,1130,716072615629815808,7,2,85,14.0,1,8,4.0
66,48,1164,716072615629815808,7,2,87,14.0,1,8,4.0
67,49,1255,225180050088001536,7,2,93,15.0,1,8,4.0
68,49,1207,225180050088001536,7,2,90,15.0,1,8,4.0
69,50,593,337777393756274688,7,2,45,11.0,1,9,7.0
70,51,595,90072336144793600,7,2,45,11.0,1,8,6.0
71,51,604,90072336144793600,7,2,46,11.0,1,8,6.0
72,52,596,130606175900139520,7,2,45,13.0,1,11,7.0
73,53,600,225186440999337984,7,2,45,11.0,1,5,5.0
74,54,619,968284227806167040,7,2,47,11.0,1,8,4.0
