truth distance cut
1 0.07528458773393243 4.0
0 9.50765935596327 4.0
1 0.013174802853438269 4.0
0 36.056090880603 4.0
1 0.0847012473663177 4.0
0 0.22028777083146422 4.0
1 0.0093286566232801 4.0
0 34.51927111138699 4.0
1 0.00179888788106427 4.0
1 0.1391294262978927 4.0
0 98.94865819336368 4.0
0 0.04760061027193504 4.0
1 0.006476661201118151 4.0
1 6.938233750784339 4.0
1 3.160581458385625e-06 4.0
1 0.05267668044224085 4.0
1 0.0731098764413932 4.0
1 0.24770695782467586 4.0
1 0.0354364917206679 4.0
1 0.06715701091246437 4.0
1 1.9556097773636077e-06 4.0
1 0.30361174338840097 4.0
0 0.5380592635945742 4.0
1 71.82275805936028 4.0
0 0.09416037112904847 4.0
0 8.10347620238938 4.0
1 0.1544061357037499 4.0
1 1.8551145701580554 4.0
0 4.51443374733605 4.0
1 0.004472543508843838 4.0
1 3.5749775360183533 4.0
1 0.029463900516368997 4.0
1 0.005156182590363156 4.0
1 3.59640833370632 4.0
1 0.010128215802499228 4.0
1 0.010128215802499228 4.0
0 1.6862679342197398 4.0
1 1.0696794500820648 4.0
1 0.059880129211284834 4.0
1 5.658668016005437 4.0
0 1.5082286127334736 4.0
1 1.1558923360834248 4.0
1 0.11563059433903704 4.0
1 5.076190668510377 4.0
1 0.128682141306192 4.0
1 4.473388148823648 4.0
1 0.007629344502403332 4.0
1 0.004859045559796463 4.0
1 0.32153108339298664 4.0
1 0.2823046271193929 4.0
0 0.11569617629906552 4.0
0 0.020246830852336584 4.0
1 9.106442235111075 4.0
1 36.387222525104086 4.0
0 41.578917941068966 4.0
1 2.474360549669558 4.0
1 0.2663319314553165 4.0
1 11.236440948814417 4.0
1 2.3998210051234707 4.0
1 0.09005574755024733 4.0
1 0.01575975582129329 4.0
1 10.44668460210819 4.0
1 0.030956663220397522 4.0
1 0.03095666322039753 4.0
1 0.07528458773393243 2.0
0 9.50765935596327 2.0
1 0.013174802853438269 2.0
0 36.056090880603 2.0
1 0.0847012473663177 2.0
0 0.22028777083146422 2.0
1 0.0093286566232801 2.0
0 34.51927111138699 2.0
1 0.00179888788106427 2.0
1 0.1391294262978927 2.0
0 0.04760061027193504 2.0
1 0.006476661201118151 2.0
1 6.938233750784339 2.0
1 3.160581458385625e-06 2.0
1 0.05267668044224085 2.0
1 0.0731098764413932 2.0
1 0.24770695782467586 2.0
1 0.0354364917206679 2.0
1 0.06715701091246437 2.0
1 1.9556097773636077e-06 2.0
1 0.30361174338840097 2.0
1 0.0255701339217191 2.0
1 0.004474773436300842 2.0
0 1.6862679342197398 2.0
1 1.0696794500820648 2.0
1 0.059880129211284834 2.0
1 5.658668016005437 2.0
0 1.5082286127334736 2.0
1 1.1558923360834248 2.0
1 0.11563059433903704 2.0
1 5.076190668510377 2.0
1 0.128682141306192 2.0
1 4.473388148823648 2.0
1 0.007629344502403332 2.0
1 0.004859045559796463 2.0
1 0.32153108339298664 2.0
1 0.2823046271193929 2.0
0 0.11569617629906552 2.0
0 0.020246830852336584 2.0
1 9.106442235111075 2.0
1 36.387222525104086 2.0
0 41.578917941068966 2.0
1 2.474360549669558 2.0
1 0.2663319314553165 2.0
1 11.236440948814417 2.0
1 2.3998210051234707 2.0
1 0.09005574755024733 2.0
1 0.01575975582129329 2.0
1 10.44668460210819 2.0
1 0.030956663220397522 2.0
1 0.03095666322039753 2.0
1 0.07528458773393243 0.8
1 0.0847012473663177 0.8
0 0.22028777083146422 0.8
1 0.0093286566232801 0.8
1 0.00179888788106427 0.8
1 0.1391294262978927 0.8
0 0.04760061027193504 0.8
1 6.50826837626624 0.8
1 16.40350404475453 0.8
1 0.0731098764413932 0.8
1 0.24770695782467586 0.8
1 0.0354364917206679 0.8
1 0.06715701091246437 0.8
1 1.9556097773636077e-06 0.8
1 0.30361174338840097 0.8
1 0.0255701339217191 0.8
1 0.004474773436300842 0.8
0 1.6862679342197398 0.8
1 1.0696794500820648 0.8
1 0.059880129211284834 0.8
0 1.5082286127334736 0.8
1 1.1558923360834248 0.8
1 0.11563059433903704 0.8
1 10.475645517289603 0.8
1 0.007629344502403332 0.8
1 0.004859045559796463 0.8
1 0.32153108339298664 0.8
1 0.2823046271193929 0.8
0 0.11569617629906552 0.8
1 0.2663319314553165 0.8
1 0.005152732622332945 0.8
1 0.27046246793417916 0.8
1 0.013572819239691801 0.8
1 0.04125670467603455 0.8
0 0.03818199368451048 4.0
1 36.61026192703175 4.0
0 0.0066818488947892685 4.0
0 0.1043846040023103 4.0
1 0.49757487687569363 4.0
0 0.6294807708408077 4.0
1 3.8104687596841287 4.0
1 0.0008788104567386704 4.0
1 0.00015379182992936944 4.0
1 1.9616552399531697 4.0
1 0.003489889750245265 4.0
1 0.025206709684158824 4.0
1 0.009248756826635339 4.0
1 0.004757067430993475 4.0
1 0.0009515869476875675 4.0
1 0.030440026124100825 4.0
1 0.2035453393099226 4.0
1 0.03562043437923646 4.0
1 0.6097374903275492 4.0
1 0.11843246114112507 4.0
1 0.2664560627704531 4.0
0 56.76110518964413 4.0
1 0.7380749441526142 4.0
1 0.12641181174916938 4.0
1 0.22329157212721476 4.0
1 0.23816875499781456 4.0
0 88.85334177194763 4.0
1 0.16471739319185655 4.0
1 0.06825576766364837 4.0
1 0.41083584964208286 4.0
1 0.3317892881619313 4.0
1 0.24725400000204165 4.0
1 0.06036616946552696 4.0
1 4.191962340377923 4.0
1 0.13647994064338032 4.0
1 0.07841042436621762 4.0
1 6.043213966774875 4.0
1 2.3432549216478926 4.0
0 0.08552121405340604 4.0
1 0.0004225360144784738 4.0
1 0.02152187096458425 4.0
1 2.0756900021765725 4.0
1 0.029686071081876028 4.0
0 0.13503999602914663 4.0
1 0.0018061113713918084 4.0
1 0.0956736564873579 4.0
1 0.051042928894556194 4.0
1 0.000910181035232281 4.0
1 6.204492896037425e-05 4.0
1 0.059037516875424065 4.0
1 0.01223380614814892 4.0
1 0.011995399624245126 4.0
1 0.018130910194078337 4.0
1 1.8202060562463889 4.0
1 0.0005043945508659414 4.0
1 0.0028822545763793443 4.0
1 2.2311625636447268 4.0
0 0.04884840368562923 4.0
0 0.008548470644985116 4.0
0 0.023407507129201203 4.0
0 0.004096313747609948 4.0
1 34.86780172456227 4.0
0 0.2388177030097654 4.0
1 0.1570814842801679 4.0
1 0.16074168075288045 4.0
0 1.6990851565561158 4.0
1 0.04501563226228812 4.0
1 0.0029830063315523813 4.0
1 0.709371988252261 4.0
1 0.041177698989844566 4.0
1 0.19534460240990734 4.0
1 0.5810076151273753 4.0
1 0.11338143104922989 4.0
1 0.042925307767556924 4.0
1 0.03677320459080201 4.0
1 1.439439897644669 4.0
1 0.07832720232113394 4.0
1 0.08407798236113961 4.0
1 0.9503820309365412 4.0
1 2.3432549216478926 2.0
0 0.08552121405340604 2.0
1 0.0004225360144784738 2.0
1 0.02152187096458425 2.0
1 2.0756900021765725 2.0
1 0.029686071081876028 2.0
0 0.13503999602914663 2.0
1 0.0018061113713918084 2.0
1 0.0956736564873579 2.0
1 0.051042928894556194 2.0
1 0.000910181035232281 2.0
1 6.204492896037425e-05 2.0
1 0.059037516875424065 2.0
1 0.01223380614814892 2.0
1 0.011995399624245126 2.0
1 0.018130910194078337 2.0
1 1.8202060562463889 2.0
1 0.0005043945508659414 2.0
1 0.0028822545763793443 2.0
1 2.2311625636447268 2.0
