node_idx,hit_id
0,94685
1,94686
2,94689
2,94687
3,94692
4,94694
4,94930
5,94701
6,94708
7,94717
7,94723
8,94729
9,94730
9,94737
10,94732
11,94733
12,94743
13,94747
14,94748
15,94759
16,94761
17,94764
18,94769
19,94771
20,94776
21,94778
22,94785
23,94791
24,94792
25,94794
25,94573
26,94815
27,94816
28,94826
29,94834
30,94835
31,94837
32,94840
33,94842
34,94844
35,94845
35,94836
36,94847
37,94848
38,94849
39,94850
40,94855
41,94860
42,94871
43,94874
43,94876
43,94635
44,94880
45,94885
46,94892
47,94896
47,94653
48,94901
49,94915
50,94918
51,94927
52,94928
53,94938
53,94706
54,94941
55,94946
56,94954
57,94956
58,94958
58,94961
59,94962
60,94965
61,94966
62,94967
63,94973
64,94976
65,94980
66,94982
67,94985
68,94991
69,94993
70,94994
70,94992
71,94996
71,94989
72,94998
73,95006
74,95017
75,95020
76,95036
77,95044
78,95045
79,95049
80,95051
81,95056
82,95062
83,95063
84,95064
85,95083
86,95093
87,95097
88,95115
89,95116
90,95117
91,95118
92,95121
93,95123
94,95128
95,95142
96,95147
97,95151
98,95152
99,95153
100,95154
101,95169
102,95176
103,95178
104,95179
105,95181
105,95183
106,95182
107,95184
108,95185
109,95186
110,95190
111,95221
112,95223
113,95224
114,95235
114,95019
114,95013
115,95237
116,95240
117,95241
118,95242
119,95244
120,95245
121,95246
122,95275
123,95280
124,95283
125,95285
126,95294
127,95302
127,95305
128,95310
129,95315
130,95316
131,95322
132,95326
133,95335
134,95341
135,95348
136,95350
137,95351
138,95353
139,95361
140,95362
141,95376
142,95381
143,95382
144,95383
144,95389
145,95385
146,95387
147,95396
148,95399
149,95403
150,95404
151,95406
152,95416
153,95417
154,95418
155,95434
156,95444
157,95446
158,95448
159,95450
160,95452
161,95457
162,95459
163,95460
164,95470
165,95493
166,95495
166,95732
167,95498
167,95494
168,95506
169,95507
170,95509
171,95510
172,95515
173,95516
174,95517
175,95518
176,95521
177,95522
178,95523
179,95525
180,95528
181,95530
182,95541
183,95542
184,95543
185,95555
186,95561
187,95567
188,95586
189,95591
189,95592
190,95594
191,95595
192,95600
192,95598
193,95601
193,95599
194,95607
195,95608
196,95613
197,95617
198,95619
199,95621
200,95627
201,95629
202,95634
203,95635
204,95639
205,95645
206,95648
207,95650
208,95654
209,95657
210,95668
211,95672
212,95673
213,95686
213,95690
214,95694
215,95696
216,95699
217,95702
217,95706
218,95721
219,95725
220,95727
221,95728
222,95730
223,95734
224,95735
225,95758
226,95759
227,95760
228,95765
229,95767
230,95781
230,95784
231,95788
232,95791
233,95802
234,95811
235,95816
236,95817
237,95823
238,95824
239,95826
240,95829
240,96133
241,95831
242,95837
243,95844
244,95848
245,95856
245,95860
246,95861
246,95867
247,95865
248,95866
249,95869
250,95870
251,95871
252,95879
253,95881
254,95884
255,95885
256,95888
257,95892
258,95894
259,95897
260,95904
260,95908
261,95906
262,95910
263,95916
264,95930
265,95934
266,95936
267,95937
268,95942
269,95944
270,95949
271,95952
272,95954
273,95960
273,95958
274,95970
275,95974
276,95976
