node_idx,hit_id
0,18
1,27
2,36
3,46
4,89
4,124
5,62
6,63
7,66
8,82
8,52
9,85
10,97
10,78
11,99
11,128
12,100
13,198
14,108
14,150
15,110
15,70
16,252
16,225
17,121
18,129
19,135
19,144
20,241
20,264
21,142
22,143
23,164
23,111
24,168
25,172
26,174
27,177
28,185
29,188
30,197
30,149
31,385
32,222
33,235
34,259
34,287
35,286
36,292
37,303
37,340
38,306
39,313
40,314
40,357
41,332
41,348
42,335
43,338
44,369
45,371
46,376
46,382
47,381
47,350
48,387
48,378
49,396
50,398
50,367
51,401
52,404
53,860
54,862
54,901
55,424
56,446
57,450
57,422
58,451
59,455
60,458
61,956
62,957
63,489
64,491
65,499
65,494
66,500
67,505
67,531
68,510
68,556
69,514
70,519
71,527
71,537
72,533
72,502
73,543
74,548
74,581
75,550
76,555
77,564
78,574
79,575
80,1129
81,1130
81,1164
82,587
83,1255
83,1207
84,593
85,595
85,604
86,596
87,597
88,600
89,614
90,619
90,578
91,633
91,655
92,636
92,661
93,641
94,645
94,676
95,646
96,647
97,649
98,652
98,622
99,653
100,672
101,697
102,699
103,711
104,725
105,737
106,747
107,755
108,765
108,731
109,774
109,822
110,777
111,787
112,798
112,828
113,802
114,803
115,812
115,782
116,817
117,818
118,824
118,863
119,827
120,836
120,843
121,850
121,838
122,874
122,915
123,888
124,898
124,857
125,918
126,919
127,920
128,925
129,932
130,937
131,938
131,890
132,944
133,954
134,962
134,991
135,972
136,973
137,977
137,1009
138,981
139,986
140,994
141,1000
142,1010
143,1011
144,1014
145,1022
146,1029
147,1030
148,1048
149,1051
149,1026
150,1054
151,1055
152,1058
152,1049
153,1062
153,1101
154,1069
154,1052
155,1072
156,1074
156,1118
157,1085
157,1042
158,1086
158,1047
159,1089
159,1033
160,1092
161,1094
162,1095
163,1106
163,1103
164,1111
164,1098
165,1122
166,1141
167,1143
168,1151
169,1158
169,1208
170,1161
171,1162
172,1182
173,1183
174,1190
175,1193
176,1204
177,1210
177,1166
178,1216
179,1218
179,1195
180,1223
181,1233
182,1235
183,1236
184,1241
184,1221
185,1243
186,1247
187,1263
187,1202
188,1265
188,1298
189,1269
189,1238
190,1274
191,1275
192,1276
192,1244
193,1282
194,1283
195,1291
196,1295
197,1297
198,1311
199,1314
200,1317
201,1318
201,1342
202,1320
203,1324
204,1331
204,1315
205,1343
206,1349
207,1356
208,1359
208,1380
209,1384
210,1388
211,1409
211,1433
212,1421
213,1428
214,1438
215,1441
216,1445
216,1434
217,1458
218,1475
219,1490
220,1496
221,1500
222,1588
223,1516
224,1521
225,1526
226,1530
227,1538
227,1596
228,1540
228,1601
229,1548
230,1571
231,1555
232,1562
232,1558
233,1572
234,1573
234,1608
235,1585
236,1599
237,1621
237,1603
238,1625
238,1685
239,1631
239,1598
240,1647
241,1649
242,1653
243,1659
243,1613
244,1660
245,1664
246,1898
247,1672
248,1677
249,1690
249,1656
250,2053
251,1871
252,1707
252,1697
253,1708
253,1732
254,1710
255,1721
256,1723
256,1764
257,1731
258,1735
259,1755
259,1810
260,1762
260,1796
261,1770
261,1711
262,1937
263,1777
264,1797
264,1767
265,1803
266,1832
267,1848
268,1851
268,1807
269,1855
270,1858
270,1913
271,1864
272,2325
273,1872
273,1885
274,1877
275,1895
276,1897
277,1912
277,1945
278,1922
279,1927
280,1932
281,2317
282,2321
283,1944
284,1951
284,1899
285,1965
286,1970
286,2001
287,1982
287,1939
288,2012
288,2024
289,2014
290,2015
291,2020
292,2606
292,2620
293,2607
294,2041
295,2043
296,2489
296,2482
297,2490
298,2492
299,2061
300,2075
300,2105
301,2076
302,2082
303,2084
304,2093
304,2129
305,2125
305,2180
306,2131
307,2134
308,2136
308,2183
309,2149
309,2119
310,2161
311,2169
312,2181
312,2218
313,2184
314,2185
315,2187
315,2157
316,2189
317,2200
317,2194
318,2201
319,2208
319,2122
319,2175
320,2211
321,2214
322,2221
