node_idx,layer_id,x,y,z
0,7002,-150.699,-10.1456,-1502
1,7002,-77.8816,-32.3408,-1502
2,7002,-134.643,-53.5124,-1500
3,7002,-116.498,-98.2661,-1498
4,7002,-81.5474,-69.0484,-1498
5,7002,-22.2332,-111.274,-1500
6,7002,-33.709,-161.121,-1502
7,7002,-0.209542,-155.173,-1500
8,7002,26.5382,-121.023,-1498
9,7002,71.033,-124.086,-1502
10,7002,66.7656,-120.638,-1502
11,7002,87.2166,-113.361,-1500
12,7002,141.04,-96.9477,-1498
13,7002,132.567,68.2588,-1498
14,7002,102.822,115.567,-1498
15,7002,106.226,137.276,-1498
16,7002,98.8803,136.429,-1502
17,7002,11.1006,125.03,-1500
18,7002,-0.936729,76.3721,-1500
19,7002,-13.194,112.746,-1500
20,7002,-24.0155,109.424,-1498
21,7002,-27.6399,75.2867,-1502.5
22,7002,-45.0109,104.106,-1498
23,7002,-47.7613,44.9344,-1499.75
24,7002,-91.2897,91.4665,-1498
25,7002,-118.235,42.8717,-1502
26,7004,-130.662,-8.5185,-1302
27,7004,-67.6091,-27.9775,-1302
28,7004,-70.9296,-60.0207,-1302.5
29,7004,-101.088,-84.95,-1298
30,7004,58.0385,-104.456,-1302
31,7004,-49.1301,-159.407,-1298
32,7004,-19.1975,-96.7768,-1302.5
33,7004,-41.2457,-170.234,-1302
34,7004,-0.543452,-134.634,-1302
35,7004,142.508,90.8021,-1302
36,7004,61.4469,-107.595,-1302
37,7004,122.141,-84.3047,-1298
38,7004,115.063,58.9614,-1300
39,7004,88.9666,100.364,-1300
40,7004,19.9377,87.0091,-1302.5
41,7004,9.78357,108.372,-1300
42,7004,-11.3364,97.8403,-1302
43,7004,-0.736005,66.2326,-1300
44,7004,-5.65139,153.093,-1298
45,7004,-23.7634,65.0338,-1297.5
46,7004,-20.6929,94.6524,-1297.5
47,7004,-35.8495,164.761,-1298
48,7004,-39.3219,90.5546,-1302.5
49,7004,-65.0751,150.414,-1298
50,7004,-79.0523,79.4412,-1298
51,7004,-41.3912,38.9912,-1299.75
52,7004,-144.169,58.8744,-1298
53,7004,-102.292,36.882,-1300
54,7004,-159.743,18.6231,-1302
55,7006,-110.422,-6.9298,-1100
56,7006,-144.501,-73.1891,-1098
57,7006,-47.9103,-51.5018,-1100.25
58,7006,-60.0653,-50.7417,-1102.5
59,7006,-85.6463,-71.6722,-1098
60,7006,-108.25,-107.154,-1102
61,7006,-76.2119,-132.151,-1098
62,7006,-16.1806,-82.0684,-1102.5
63,7006,-0.735618,-113.677,-1100
64,7006,29.7457,-166.735,-1102
65,7006,58.828,-140.35,-1098
66,7006,49.087,-87.9975,-1098
67,7006,51.8637,-91.1095,-1102
68,7006,114.394,-101.588,-1102
69,7006,103.302,-71.582,-1098
70,7006,64.3754,-12.9235,-1099.75
71,7006,53.0726,-8.77032,-1099.75
72,7006,87.7773,0.19133,-1100
73,7006,166.649,13.4559,-1102
74,7006,155.819,47.0836,-1098
75,7006,97.3265,49.6453,-1100
76,7006,120.305,77.2287,-1102
77,7006,75.0201,84.99,-1100
78,7006,99.8633,132.876,-1100
79,7006,79.8481,133.645,-1098
80,7006,16.7337,73.6633,-1102.5
81,7006,-0.584261,56.104,-1100
82,7006,8.43186,91.5237,-1098
83,7006,-9.50123,82.8067,-1102
84,7006,-4.36906,129.687,-1098
85,7006,-17.3648,79.933,-1097.5
86,7006,-33.4716,76.6919,-1102.5
87,7006,-55.5044,127.129,-1098
88,7006,-40.1631,35.0687,-1099.75
89,7006,-66.9438,67.4974,-1099.75
90,7006,-100.024,119.868,-1102
91,7006,-35.0161,33.0257,-1099.75
92,7006,-86.3409,30.974,-1098
93,7006,-121.824,50.1559,-1098
94,7006,-135.136,15.342,-1102
95,7008,-96.6439,-5.92586,-962.5
96,7008,-126.387,-63.8407,-960
97,7008,-153.503,-81.6966,-958
98,7008,-140.207,-81.9006,-958
99,7008,-75.1158,-62.7412,-962.5
100,7008,-52.4229,-44.2803,-962.5
101,7008,-41.7537,-45.0004,-960.25
102,7008,-94.5667,-93.3293,-962
103,7008,-66.2053,-115.419,-958
104,7008,-14.3781,-48.6667,-960
105,7008,-46.4841,-137.824,-958
106,7008,-0.79115,-98.9523,-958
107,7008,-14.044,-71.5943,-960.25
108,7008,25.5087,-144.44,-960
109,7008,51.0223,-122.549,-958
110,7008,33.4931,-41.945,-960
111,7008,42.9402,-76.7228,-958
112,7008,44.9565,-79.2476,-958
113,7008,86.9271,134.639,-962
114,7008,86.3101,134.358,-962
115,7008,76.1021,104.076,-960
116,7008,-58.4313,59.0202,-959.75
117,7008,-60.9431,54.9107,-957.5
118,7008,90.1466,-62.6307,-958
119,7008,56.0633,-11.3286,-959.75
120,7008,76.5661,0.241276,-960
121,7008,46.4883,-7.65014,-959.75
122,7008,135.899,41.3564,-958
123,7008,84.8848,43.118,-959.75
124,7008,104.609,67.4642,-960
125,7008,65.1551,74.0157,-958
126,7008,69.3401,116.731,-958
127,7008,7.4142,79.8676,-958
128,7008,-0.484569,48.9953,-960
129,7008,-8.2695,72.2543,-962
130,7008,-11.3931,174.434,-958
131,7008,-15.0531,69.6618,-957.5
132,7008,-30.5888,28.8316,-959.75
133,7008,-87.0049,104.893,-962
134,7008,-108.552,115.234,-958
135,7008,-35.0671,30.6453,-960.667
136,7008,-75.2882,26.937,-958
137,7008,-106.386,44.0741,-960
138,7008,-117.669,13.0768,-960
139,7010,-42.6995,-17.4411,-819.167
140,7010,-119.748,-69.7613,-818
141,7010,-143.259,-66.6713,-822
142,7010,-80.8555,-79.5473,-822
143,7010,-130.891,-70.1873,-818
144,7010,-131.887,-86.4961,-822
145,7010,-35.6088,-38.4669,-820.25
146,7010,-64.2935,-53.4981,-822.5
147,7010,-44.8474,-37.8101,-822.5
148,7010,-41.0281,-50.3859,-818
149,7010,-92.9664,-131.069,-822
150,7010,-64.8525,-130.355,-818
151,7010,-64.8947,-130.475,-820
152,7010,28.7365,-35.953,-820
153,7010,-12.319,-41.5975,-820
154,7010,-11.9529,-61.2785,-820.25
155,7010,-0.836347,-84.6534,-820
156,7010,72.4263,36.6586,-819.75
157,7010,43.4166,-104.971,-820
158,7010,66.4595,-140.923,-818
159,7010,38.332,-67.6718,-818
160,7010,36.7507,-65.4742,-818
161,7010,76.9638,117.441,-822
162,7010,77.4399,-53.9351,-822.5
163,7010,67.2255,-42.6326,-822.5
164,7010,65.3875,0.291806,-820
165,7010,150.794,42.5026,-820
166,7010,116.1,28.9306,-822
167,7010,89.1834,57.7963,-820
168,7010,55.457,63.1995,-818
169,7010,66.0527,90.1858,-820
170,7010,104.466,140.424,-822
171,7010,59.1049,99.9971,-820
172,7010,12.2957,54.7972,-820.25
173,7010,23.3577,127.189,-820
174,7010,6.44638,68.2076,-818
175,7010,6.24089,157.182,-822
176,7010,-12.8144,59.516,-819.75
177,7010,-2.82857,97.4374,-822
178,7010,-10.0269,149.213,-818
179,7010,-6.96843,61.5584,-819.75
180,7010,-25.2005,57.3769,-822.5
181,7010,-50.5929,167.705,-822
182,7010,-36.2369,110.083,-822
183,7010,-42.0479,135.287,-822
184,7010,-74.1024,89.8251,-822
185,7010,-98.9278,93.0942,-818
186,7010,-26.1474,24.6052,-819.75
187,7010,-49.9044,50.5644,-819.75
188,7010,-51.9816,46.928,-817.5
189,7010,-29.9409,26.2116,-820.667
190,7010,-64.4057,22.9425,-820
191,7010,-164.606,62.052,-822
192,7010,-142.833,51.3795,-822
193,7010,-144.487,27.3997,-820
194,7010,-100.119,10.9139,-817.5
195,7012,-36.4895,-14.8686,-699.167
196,7012,-151.421,-44.8625,-698
197,7012,-158.265,-54.9172,-698
198,7012,-133.694,-64.7433,-702
199,7012,-122.334,-56.5573,-702
200,7012,-102.178,-59.4022,-698
201,7012,-111.587,-60.122,-698
202,7012,-79.588,-111.628,-702
203,7012,-112.354,-74.146,-702
204,7012,-69.0673,-67.7673,-702.5
205,7012,-54.9387,-45.6399,-702.5
206,7012,-69.1089,-67.8028,-702.5
207,7012,-30.3805,-32.8829,-700.25
208,7012,-125.763,-114.429,-698
209,7012,-38.1175,-32.1277,-699.333
210,7012,-35.1197,-43.1942,-700
211,7012,14.2491,-116.082,-702
212,7012,-88.5992,-148.328,-698
213,7012,-55.662,-111.203,-700
214,7012,-65.9906,-162.514,-702
215,7012,-46.3683,-151.954,-698
216,7012,-0.811575,-72.205,-700
217,7012,-10.174,-52.4509,-700.25
218,7012,27.5659,-157.985,-702
219,7012,27.9441,-157.801,-702
220,7012,29.918,-129.06,-698
221,7012,30.3013,-128.724,-698
222,7012,37.0293,-89.9846,-702.5
223,7012,32.7652,-57.9335,-700.25
224,7012,40.4703,-131.839,-702
225,7012,57.5546,-122.612,-698
226,7012,31.5261,-55.9985,-700.25
227,7012,-35.9558,98.8417,-700
228,7012,-33.7879,108.189,-702
229,7012,74.999,-108.645,-698
230,7012,91.4157,-116.623,-702
231,7012,65.968,-46.0728,-700
232,7012,105.653,-85.9356,-702
233,7012,-21.5471,48.9489,-700.25
234,7012,53.7003,-34.1098,-702.5
235,7012,130.186,-80.2906,-700
236,7012,135.739,-73.918,-702
237,7012,138.962,-74.3964,-702
238,7012,120.94,-72.428,-702
239,7012,126.933,-7.74545,-698
240,7012,54.8668,26.222,-699.75
241,7012,145.568,41.7878,-700
242,7012,130.712,42.9928,-698
243,7012,128.517,39.3041,-698
244,7012,127.696,39.7672,-698
245,7012,75.7232,49.306,-697.5
246,7012,61.7248,31.1483,-699.75
247,7012,134.415,98.8341,-702
248,7012,62.649,51.6333,-702.5
249,7012,47.1258,53.9069,-698
250,7012,50.4077,85.6551,-702
251,7012,88.4985,119.549,-700
252,7012,58.8946,124.888,-702
253,7012,39.1799,160.416,-702
254,7012,10.4266,46.7148,-699.333
255,7012,5.55609,58.3826,-700.25
256,7012,14.7424,165.963,-698
257,7012,0.0171547,134.551,-700
258,7012,-0.604308,159.441,-700
259,7012,-2.27551,83.4001,-702
260,7012,-5.92089,52.534,-699.75
261,7012,-8.77673,127.586,-698
262,7012,-12.8077,139.104,-700
263,7012,-10.8561,50.6785,-699.75
264,7012,-30.7764,93.0843,-700
265,7012,-40.0139,123.846,-702
266,7012,-43.7199,142.951,-702
267,7012,-45.4618,131.313,-702
268,7012,-44.4044,40.2069,-699.75
269,7012,-63.1085,76.8546,-702
270,7012,-42.6502,43.2743,-699.75
271,7012,-138.748,82.4616,-702
272,7012,-54.93,19.5205,-700
273,7012,-156.632,65.5799,-698
274,7012,-139.867,53.224,-700
275,7014,-143.566,-12.9434,-600
276,7014,-111.155,0.983824,-600
277,7014,-162.425,-5.23192,-602
278,7014,-159.326,-24.4212,-598
279,7014,-153.108,-25.0896,-598
280,7014,-154.715,-19.7896,-598
281,7014,-160.375,-34.8179,-602
282,7014,-167.864,-35.8088,-602
283,7014,-124.066,-36.7105,-600
284,7014,-127.157,-43.5657,-598
285,7014,-139.921,-62.6282,-602
286,7014,-112.19,-109.184,-602
287,7014,-100.791,-46.6707,-602
288,7014,-139.292,-62.4601,-602
289,7014,-154.765,-69.6199,-602
290,7014,-104.864,-48.2425,-602
291,7014,-104.243,-48.2415,-602
292,7014,-87.4519,-50.7465,-597.5
293,7014,-71.1325,-128.889,-598
294,7014,-95.6047,-51.6203,-598
295,7014,-114.802,-55.857,-600
296,7014,-100.547,-58.4368,-598
297,7014,-116.182,-86.4852,-600
298,7014,-96.105,-63.8031,-602
299,7014,-114.014,-81.4043,-602
300,7014,-117.048,-83.1796,-602
301,7014,-47.162,-39.0637,-602.5
302,7014,-116.629,-103.117,-598
303,7014,-84.6342,-67.2573,-598
304,7014,-130.648,-101.437,-598
305,7014,-120.788,-101.908,-598
306,7014,-134.138,-113.564,-598
307,7014,-117.987,-123.608,-602
308,7014,-114.058,-124.347,-602
309,7014,-123.491,-117.951,-602
310,7014,-91.4481,-93.1805,-602
311,7014,-119.071,-108.083,-600
312,7014,-106.426,-137.791,-598
313,7014,-104.981,-122.941,-598
314,7014,-113.075,-123.766,-598
