node_idx,hit_id
0,2
0,1420
1,4
2,5
2,38
3,6
4,8
4,48
5,9
6,10
7,13
7,1426
8,14
9,15
9,1427
10,16
11,17
12,18
13,21
13,45
14,24
15,25
16,26
17,27
18,28
19,29
19,54
20,30
21,32
22,33
23,34
23,50
24,35
25,36
26,39
27,42
28,43
29,44
30,46
31,47
32,51
33,53
34,89
34,124
35,56
36,59
37,60
38,62
39,107
40,63
41,64
42,65
42,41
43,66
44,67
44,115
45,68
46,69
46,40
47,71
48,72
49,73
50,74
51,75
51,118
52,76
53,77
54,79
54,57
55,80
56,82
56,52
57,83
58,84
59,85
60,86
61,138
62,87
62,58
63,88
63,101
64,90
65,93
66,95
66,126
67,97
67,78
68,98
69,99
69,128
70,100
71,103
72,104
72,61
73,105
73,163
74,106
74,155
75,198
76,108
76,150
77,109
78,110
78,70
79,252
79,225
80,113
81,114
82,247
83,116
83,165
84,184
84,148
85,117
86,119
87,121
88,122
89,123
90,125
91,127
91,94
92,129
93,130
93,91
94,131
94,102
95,132
96,133
97,134
98,135
98,144
99,136
100,241
100,264
101,139
101,167
102,140
102,166
103,142
104,143
105,145
106,146
107,147
108,151
109,152
110,154
111,156
112,157
113,159
113,181
114,161
115,162
116,164
116,111
117,168
118,169
119,170
119,199
120,171
120,203
121,172
122,173
122,209
123,174
124,388
125,389
125,417
126,390
127,177
128,178
129,179
130,180
130,227
131,182
131,223
132,183
132,158
133,185
134,186
135,187
136,188
137,189
137,217
138,190
139,192
140,193
141,194
142,195
143,196
143,160
144,197
144,149
145,430
146,431
147,432
148,200
149,201
150,384
150,427
151,385
152,386
153,204
154,205
155,211
156,213
156,207
157,214
157,229
158,215
159,216
160,218
161,219
162,220
163,221
164,222
165,224
166,226
167,228
168,231
169,233
170,234
170,238
171,235
172,236
173,239
174,240
175,465
175,449
176,466
176,490
177,243
178,246
179,580
180,248
180,298
181,249
181,282
182,250
182,295
183,251
184,411
185,412
186,253
187,256
187,283
188,257
188,288
189,258
189,281
190,259
190,287
191,260
192,261
193,262
193,245
194,265
195,266
196,267
197,268
198,269
199,270
200,271
201,272
202,273
202,301
203,274
204,275
205,276
206,277
207,278
207,317
208,279
209,280
210,284
210,255
211,285
212,286
213,292
214,293
214,311
215,294
216,297
217,299
218,300
219,302
219,341
220,303
220,340
221,305
222,306
223,308
224,309
224,333
225,313
226,314
226,357
227,315
228,316
228,290
229,318
230,319
230,365
231,320
231,296
232,321
232,289
233,322
234,323
235,324
235,291
236,325
237,326
238,327
239,328
240,329
241,330
242,331
242,360
243,332
243,348
244,335
245,338
246,339
247,342
248,343
249,344
249,304
250,347
251,349
252,351
253,352
254,353
254,334
255,358
256,359
257,361
258,362
259,363
259,394
260,364
261,589
262,590
263,591
263,568
264,366
265,368
265,397
266,369
267,370
268,371
269,372
270,373
270,383
271,375
272,376
272,382
273,379
274,381
274,350
275,718
275,735
276,719
277,720
278,722
279,387
279,378
280,767
280,727
281,768
282,769
283,771
284,392
284,380
285,396
286,398
286,367
287,399
288,400
289,401
290,402
291,403
292,404
293,405
294,407
295,410
296,860
297,861
297,895
298,862
298,901
299,865
299,808
300,414
301,415
302,416
302,391
303,421
304,423
305,424
306,428
306,470
307,429
308,907
309,910
310,911
311,912
311,875
312,433
312,478
313,434
313,413
314,435
315,436
316,437
317,438
318,439
318,475
319,440
319,409
320,441
321,442
321,408
322,444
323,445
324,446
325,447
325,425
326,450
326,422
327,451
328,452
329,453
329,426
330,454
331,455
332,458
333,459
334,460
335,462
335,448
336,955
337,956
338,957
339,958
340,959
341,960
342,468
343,471
344,472
345,473
346,477
346,443
347,479
348,480
349,482
350,483
351,484
352,485
353,487
354,488
355,489
356,491
357,493
357,496
358,495
358,503
359,497
360,499
360,494
361,500
362,501
363,505
363,531
364,506
365,507
366,508
366,559
367,510
367,556
368,511
369,512
369,481
370,513
371,514
372,515
372,486
373,516
374,517
374,547
375,518
375,476
376,519
377,520
378,522
379,523
380,524
381,525
382,526
382,467
383,527
383,537
384,529
385,530
386,533
386,502
387,540
388,542
388,528
389,543
390,545
391,546
392,548
392,581
393,549
394,550
395,551
396,553
397,554
398,555
399,561
399,541
400,562
401,564
402,566
403,567
404,569
404,536
405,571
405,539
406,572
406,601
407,573
407,535
408,574
