node_idx,layer_id,x,y,z
0,7002,-134.643,-53.5124,-1500
1,7002,-116.498,-98.2661,-1498
2,7002,-81.5474,-69.0484,-1498
3,7002,-22.2332,-111.274,-1500
4,7002,26.5382,-121.023,-1498
5,7002,71.033,-124.086,-1502
6,7002,66.7656,-120.638,-1502
7,7002,141.04,-96.9477,-1498
8,7002,132.567,68.2588,-1498
9,7002,102.822,115.567,-1498
10,7002,106.226,137.276,-1498
11,7002,11.1006,125.03,-1500
12,7002,-13.194,112.746,-1500
13,7002,-24.0155,109.424,-1498
14,7002,-47.7613,44.9344,-1499.75
15,7002,-91.2897,91.4665,-1498
16,7004,-70.9296,-60.0207,-1302.5
17,7004,58.0385,-104.456,-1302
18,7004,-49.1301,-159.407,-1298
19,7004,-19.1975,-96.7768,-1302.5
20,7004,61.4469,-107.595,-1302
21,7004,122.141,-84.3047,-1298
22,7004,115.063,58.9614,-1300
23,7004,-11.3364,97.8403,-1302
24,7004,-0.736005,66.2326,-1300
25,7004,-20.6929,94.6524,-1297.5
26,7004,-79.0523,79.4412,-1298
27,7004,-41.3912,38.9912,-1299.75
28,7004,-102.292,36.882,-1300
29,7006,-144.501,-73.1891,-1098
30,7006,-60.0653,-50.7417,-1102.5
31,7006,-108.25,-107.154,-1102
32,7006,-16.1806,-82.0684,-1102.5
33,7006,29.7457,-166.735,-1102
34,7006,103.302,-71.582,-1098
35,7006,155.819,47.0836,-1098
36,7006,99.8633,132.876,-1100
37,7006,-0.584261,56.104,-1100
38,7006,-9.50123,82.8067,-1102
39,7006,-66.9438,67.4974,-1099.75
40,7006,-35.0161,33.0257,-1099.75
41,7006,-86.3409,30.974,-1098
42,7008,-126.387,-63.8407,-960
43,7008,-140.207,-81.9006,-958
44,7008,-52.4229,-44.2803,-962.5
45,7008,-94.5667,-93.3293,-962
46,7008,-46.4841,-137.824,-958
47,7008,25.5087,-144.44,-960
48,7008,33.4931,-41.945,-960
49,7008,44.9565,-79.2476,-958
50,7008,86.3101,134.358,-962
51,7008,76.1021,104.076,-960
52,7008,90.1466,-62.6307,-958
53,7008,135.899,41.3564,-958
54,7008,-0.484569,48.9953,-960
55,7008,-11.3931,174.434,-958
56,7010,-119.748,-69.7613,-818
57,7010,-80.8555,-79.5473,-822
58,7010,-130.891,-70.1873,-818
59,7010,-44.8474,-37.8101,-822.5
60,7010,-41.0281,-50.3859,-818
61,7010,-64.8947,-130.475,-820
62,7010,28.7365,-35.953,-820
63,7010,66.4595,-140.923,-818
64,7010,38.332,-67.6718,-818
65,7010,77.4399,-53.9351,-822.5
66,7010,150.794,42.5026,-820
67,7010,116.1,28.9306,-822
68,7010,66.0527,90.1858,-820
69,7010,104.466,140.424,-822
70,7010,23.3577,127.189,-820
71,7010,6.24089,157.182,-822
72,7010,-10.0269,149.213,-818
73,7010,-6.96843,61.5584,-819.75
74,7010,-25.2005,57.3769,-822.5
75,7010,-42.0479,135.287,-822
76,7010,-98.9278,93.0942,-818
77,7010,-142.833,51.3795,-822
78,7010,-144.487,27.3997,-820
79,7012,-151.421,-44.8625,-698
80,7012,-133.694,-64.7433,-702
81,7012,-122.334,-56.5573,-702
82,7012,-102.178,-59.4022,-698
83,7012,-111.587,-60.122,-698
84,7012,-69.0673,-67.7673,-702.5
85,7012,-69.1089,-67.8028,-702.5
86,7012,-125.763,-114.429,-698
87,7012,-38.1175,-32.1277,-699.333
88,7012,-35.1197,-43.1942,-700
89,7012,-65.9906,-162.514,-702
90,7012,-46.3683,-151.954,-698
91,7012,27.5659,-157.985,-702
92,7012,27.9441,-157.801,-702
93,7012,32.7652,-57.9335,-700.25
94,7012,57.5546,-122.612,-698
95,7012,-35.9558,98.8417,-700
96,7012,-33.7879,108.189,-702
97,7012,74.999,-108.645,-698
98,7012,91.4157,-116.623,-702
99,7012,-21.5471,48.9489,-700.25
100,7012,135.739,-73.918,-702
101,7012,138.962,-74.3964,-702
102,7012,126.933,-7.74545,-698
103,7012,130.712,42.9928,-698
104,7012,62.649,51.6333,-702.5
105,7012,88.4985,119.549,-700
106,7012,14.7424,165.963,-698
