29590 44514
node2,node1,weight
1,12361,1.0
1,12363,1.0
1,12362,1.0
1,12742,1.0
9,12380,1.0
9,12758,1.0
10,12768,1.0
10,12767,1.0
11,12387,1.0
11,12386,1.0
11,12769,1.0
12,12388,1.0
19,12397,1.0
19,12398,1.0
19,12783,1.0
19,12777,1.0
19,12781,1.0
21,12397,1.0
21,12781,1.0
22,12398,1.0
22,12782,1.0
24,12400,1.0
24,12396,1.0
24,12407,1.0
25,12406,1.0
25,12405,1.0
25,12792,1.0
27,12399,1.0
31,12458,1.0
31,12795,1.0
33,12415,1.0
33,12422,1.0
33,12808,1.0
38,12439,1.0
38,12440,1.0
38,12827,1.0
38,12826,1.0
42,12447,1.0
42,12446,1.0
42,12833,1.0
46,12455,1.0
46,12845,1.0
47,12451,1.0
47,12838,1.0
55,12460,1.0
56,12466,1.0
56,12465,1.0
58,12459,1.0
58,12848,1.0
60,12472,1.0
60,12475,1.0
61,12488,1.0
61,12977,1.0
62,12592,1.0
62,12587,1.0
62,12968,1.0
62,12978,1.0
63,12485,1.0
63,12867,1.0
63,12859,1.0
64,12473,1.0
67,12494,1.0
67,12874,1.0
77,12498,1.0
77,12882,1.0
85,12517,1.0
87,12509,1.0
87,12519,1.0
88,12429,1.0
88,12887,1.0
88,12897,1.0
91,12521,1.0
91,12899,1.0
101,12535,1.0
101,12912,1.0
102,12534,1.0
102,12910,1.0
104,12542,1.0
104,12919,1.0
105,12541,1.0
105,12543,1.0
111,12558,1.0
111,12556,1.0
112,12551,1.0
113,12555,1.0
113,12559,1.0
113,12936,1.0
114,12554,1.0
114,12937,1.0
120,12564,1.0
125,12476,1.0
125,12965,1.0
126,12586,1.0
126,12961,1.0
127,12583,1.0
127,12477,1.0
127,12970,1.0
128,12581,1.0
128,12585,1.0
128,12964,1.0
133,12594,1.0
134,12480,1.0
140,12481,1.0
141,12602,1.0
141,12603,1.0
150,12612,1.0
150,12995,1.0
151,12611,1.0
152,12611,1.0
153,12625,1.0
154,12615,1.0
154,12613,1.0
160,12634,1.0
160,12506,1.0
160,13020,1.0
160,13018,1.0
160,13021,1.0
161,12505,1.0
162,12634,1.0
162,12506,1.0
162,13020,1.0
162,13018,1.0
166,12507,1.0
166,12641,1.0
166,13029,1.0
166,13017,1.0
167,12643,1.0
175,12651,1.0
175,13043,1.0
180,12661,1.0
184,12674,1.0
184,13066,1.0
185,12667,1.0
185,13062,1.0
189,12669,1.0
189,12683,1.0
189,12668,1.0
189,13061,1.0
189,13078,1.0
189,13063,1.0
189,13076,1.0
190,12682,1.0
192,12673,1.0
192,12671,1.0
193,12692,1.0
194,12689,1.0
195,12681,1.0
195,12690,1.0
195,13075,1.0
195,13082,1.0
201,12693,1.0
201,12688,1.0
201,12698,1.0
201,13091,1.0
205,12699,1.0
207,13105,1.0
209,12710,1.0
209,12718,1.0
210,12711,1.0
210,12719,1.0
210,13109,1.0
210,13117,1.0
211,12726,1.0
211,12725,1.0
214,12726,1.0
214,12725,1.0
215,12732,1.0
215,13133,1.0
216,12733,1.0
216,13134,1.0
217,0,1.0
218,1,1.0
219,13143,1.0
220,3,1.0
221,2,1.0
222,18,1.0
223,13152,1.0
223,13159,1.0
224,8,1.0
225,6,1.0
226,7,1.0
227,15,1.0
228,4,1.0
229,5,1.0
230,13170,1.0
231,13160,1.0
232,9,1.0
233,12,1.0
234,11,1.0
235,23,1.0
236,17,1.0
237,19,1.0
238,30,1.0
239,14,1.0
240,26,1.0
241,23,1.0
242,27,1.0
243,22,1.0
244,25,1.0
246,44,1.0
247,29,1.0
248,28,1.0
249,24,1.0
250,64,1.0
251,42,1.0
252,13,1.0
253,13167,1.0
254,32,1.0
255,29,1.0
256,16,1.0
257,33,1.0
258,13208,1.0
259,34,1.0
260,36,1.0
261,20,1.0
262,52,1.0
263,13222,1.0
263,13219,1.0
263,13225,1.0
263,13221,1.0
264,35,1.0
265,37,1.0
266,13227,1.0
266,13226,1.0
267,39,1.0
269,41,1.0
270,40,1.0
272,13315,1.0
273,43,1.0
274,47,1.0
275,45,1.0
276,52,1.0
277,50,1.0
278,13237,1.0
279,48,1.0
280,13251,1.0
280,31,1.0
281,101,1.0
282,13319,1.0
283,51,1.0
284,49,1.0
285,13250,1.0
286,57,1.0
287,59,1.0
288,56,1.0
289,58,1.0
290,13268,1.0
291,13266,1.0
292,61,1.0
293,13374,1.0
294,72,1.0
295,65,1.0
296,120,1.0
297,13344,1.0
297,13341,1.0
298,13343,1.0
299,63,1.0
300,66,1.0
301,69,1.0
302,70,1.0
303,71,1.0
304,68,1.0
305,75,1.0
307,73,1.0
308,74,1.0
310,82,1.0
311,78,1.0
312,90,1.0
313,13290,1.0
313,13288,1.0
313,84,1.0
314,88,1.0
315,87,1.0
316,13290,1.0
316,13288,1.0
316,86,1.0
317,85,1.0
318,13295,1.0
319,79,1.0
319,76,1.0
320,93,1.0
321,89,1.0
322,98,1.0
323,13307,1.0
324,92,1.0
325,94,1.0
326,93,1.0
327,97,1.0
328,96,1.0
329,99,1.0
331,203,1.0
332,13308,1.0
333,91,1.0
334,100,1.0
335,95,1.0
337,13318,1.0
338,13313,1.0
339,107,1.0
340,208,1.0
342,13321,1.0
343,13322,1.0
343,13317,1.0
344,104,1.0
345,105,1.0
346,106,1.0
347,108,1.0
349,103,1.0
350,13329,1.0
352,109,1.0
353,116,1.0
354,110,1.0
355,13337,1.0
356,113,1.0
357,112,1.0
358,13336,1.0
359,121,1.0
360,117,1.0
361,116,1.0
362,115,1.0
363,118,1.0
364,119,1.0
365,13336,1.0
365,13335,1.0
366,13335,1.0
367,124,1.0
368,122,1.0
369,13349,1.0
369,13350,1.0
370,54,1.0
371,53,1.0
372,13356,1.0
372,13355,1.0
373,13359,1.0
374,125,1.0
375,13360,1.0
376,13359,1.0
377,128,1.0
378,126,1.0
379,131,1.0
380,136,1.0
381,135,1.0
381,129,1.0
382,123,1.0
382,132,1.0
383,130,1.0
384,13369,1.0
385,13359,1.0
385,127,1.0
386,134,1.0
387,135,1.0
387,129,1.0
388,130,1.0
389,138,1.0
