node_idx,layer_id,x,y,z
0,7002,-67.5607,-68.5162,-1500.25
1,14006,-133.282,308.415,1795.5
2,14006,-171.528,353.898,1801.5
3,14006,-163.983,368.713,1801.5
4,14006,-211.211,446.566,1801.5
5,14006,-217.817,452.272,1801.5
6,14006,-181.611,336.484,1798.5
7,14006,-173.151,347.447,1798.5
8,14006,-133.765,309.486,1798.5
9,14006,-177.908,346.401,1798.5
10,14006,-171.671,354.304,1801.5
11,14006,-217.944,452.886,1804.5
12,14006,-388.451,544.474,1798.5
13,14006,-278.41,423.626,1801.5
14,14006,-237.723,323.012,1801.5
15,14006,-305.034,420.919,1801.5
16,14006,-189.573,250.567,1798.5
17,14006,-413.601,374.399,1798.5
18,14006,-288.987,266.376,1795.5
19,14006,-227.119,209.547,1795.5
20,14006,-289.476,267.06,1801.5
21,14006,-317.861,298.327,1801.5
22,14006,-391.556,329.317,1801.5
23,14006,-355.665,316.054,1801.5
24,14006,-448.263,365.21,1795.5
25,14006,-413.252,374.123,1795.5
26,14006,-303.332,248.662,1798.5
27,14006,-367.261,268.678,1804.5
28,14006,-476.576,305.724,1798.5
29,14006,-324.719,189.971,1795.5
30,14006,-436.602,169.416,1804.5
31,14006,-471.477,176.156,1804.5
32,14006,-560.986,222.326,1798.5
33,14006,-233.046,73.0263,1795.5
34,14006,-431.659,145.255,1801.5
35,14006,-560.682,150.773,1795.5
36,14006,-333.28,62.0969,1798.5
37,14006,-465.743,86.1926,1804.5
38,14006,-540.127,101.788,1798.5
39,14006,-295.088,0.198161,1795.5
40,14006,-477.107,25.7521,1801.5
41,14006,-523.993,46.9343,1801.5
42,14008,-359.169,-14.4282,2148.5
43,14008,-377.808,-3.97431,2148.5
44,14008,-625.849,-46.0175,2148.5
45,14008,-575.751,-38.9458,2148.5
46,14008,-596.56,-75.3301,2145.5
47,14008,-325.828,-62.895,2145.5
48,14008,-375.628,-56.8913,2145.5
49,14008,-500.188,-109.126,2151.5
50,14008,-583.16,-159.612,2148.5
51,14008,-479.823,-160.13,2154.5
52,14008,-462.036,-148.179,2154.5
53,14008,-409.071,-97.9535,2154.5
54,14008,-482.945,-215.889,2151.5
55,14008,-311.44,-158.127,2145.5
56,14008,-238.446,-121.326,2145.5
57,14008,-557.063,-301.885,2148.5
58,14008,-540.272,-305.765,2148.5
59,14008,-296.593,-193.085,2148.5
60,14008,-231.951,-125.049,2148.5
61,14008,-312.396,-158.515,2148.5
62,14008,-228.951,-130.245,2148.5
63,14008,-238.189,-121.445,2148.5
64,14008,-480.99,-305.538,2145.5
65,14008,-292.797,-228.651,2145.5
66,14008,-479.34,-361.792,2148.5
67,14008,-386.56,-361.92,2154.5
68,14008,-199.655,-173.957,2148.5
69,14008,-223.062,-229.585,2148.5
70,14008,-255.84,-271.783,2148.5
71,14008,-188.22,-173.837,2148.5
72,14008,-260.781,-257.803,2148.5
73,14008,-280.774,-268.087,2148.5
74,14008,-225.17,-202.869,2148.5
75,14008,-383.167,-395.499,2145.5
76,14008,-363.564,-371.412,2151.5
77,14008,-239.74,-300.894,2145.5
78,14008,-254.91,-270.933,2145.5
79,14008,-265.633,-288.566,2145.5
80,14008,-226.231,-268.367,2145.5
81,14008,-435.031,-492.09,2148.5
82,14008,-251.245,-559.97,2148.5
83,14008,-282.991,-580.158,2148.5
84,14008,-169.934,-436.387,2154.5
85,14008,-140.986,-383.434,2154.5
86,14008,-144.944,-397.381,2154.5
87,14008,-131.483,-380.876,2154.5
88,14008,-250.954,-558.994,2145.5
89,14008,-173.053,-499.827,2151.5
90,14008,-104.507,-398.441,2151.5
91,14008,-120.777,-518.634,2151.5
92,14008,-131.484,-380.678,2151.5
93,14008,-126.795,-382.029,2151.5
94,14008,-172.707,-610.088,2148.5
95,14008,-90.0321,-344.318,2145.5
96,14008,-60.6489,-262.489,2145.5
97,14008,-71.1288,-399.53,2154.5
98,14008,-117.832,-615.343,2145.5
99,14008,-15.2825,-260.991,2148.5
100,14008,-41.7909,-391.999,2148.5
101,14008,-13.296,-261.223,2148.5
102,14008,-10.1536,-483.992,2151.5
103,14008,-41.8095,-392.073,2151.5
104,14008,-25.623,-642.54,2148.5
105,14008,-4.66449,-690.502,2148.5
106,14008,-17.8235,-688.611,2148.5
107,14008,-15.28,-261,2145.5
108,14008,21.12,-376.2,2145.5
109,14008,1.6,-333,2145.5
110,14008,-13.28,-261,2145.5
111,14008,13.68,-275.4,2145.5
112,14008,13.92,-281.4,2145.5
113,14008,53.5318,-492.373,2154.5
114,14008,57.5724,-525.799,2154.5
115,14008,37.7467,-245.075,2148.5
116,14008,135.902,435.602,2151.5
117,14008,122.325,433.269,2151.5
118,14008,133.208,510.058,2151.5
119,14008,94.4572,-452.775,2151.5
120,14008,84.7535,-441.035,2151.5
121,14008,85.4531,-579.163,2148.5
122,14008,119.964,-585.846,2148.5
123,14008,70.2236,-260.22,2145.5
124,14008,66.9462,-333.347,2145.5
125,14008,76.6408,-279.664,2145.5
126,14008,182.321,-601.922,2145.5
127,14008,142.408,-611.374,2145.5
128,14008,171.197,-575.087,2145.5
129,14008,138.213,-392.477,2154.5
130,14008,144.406,-368.216,2148.5
131,14008,138.124,-392.413,2151.5
132,14008,168.025,-395.614,2151.5
133,14008,189.785,-486.613,2151.5
134,14008,144.635,-368.934,2151.5
135,14008,153.463,-341.221,2145.5
136,14008,272.22,-544.569,2145.5
137,14008,280.587,-565.221,2145.5
138,14008,219.718,-382.666,2154.5
139,14008,191.914,-364.442,2154.5
140,14008,149.278,-196.975,2148.5
141,14008,385.727,-560.551,2148.5
142,14008,227.029,418.386,2151.5
143,14008,149.135,-196.774,2145.5
144,14008,152.368,-198.761,2145.5
145,14008,257.814,-293.56,2145.5
146,14008,208.999,-234.265,2145.5
147,14008,174.46,-216.252,2145.5
148,14008,258.923,-295.138,2154.5
149,14008,209.421,-182.84,2148.5
150,14008,229.018,-214.528,2148.5
151,14008,249.517,-229.523,2148.5
152,14008,331.545,-319.032,2151.5
153,14008,204.764,-133.891,2145.5
154,14008,200.873,-133.088,2145.5
155,14008,211.072,-139.484,2145.5
156,14008,370.69,-272.141,2154.5
157,7008,85.4846,-67.0455,-960
158,7008,95.0135,-68.1585,-960
159,7008,27.9398,-22.9887,-960.667
160,7008,46.4828,-19.6654,-960.833
161,7008,34.8173,-12.3407,-960.833
162,7008,89.9666,-57.9888,-960
163,7008,103.002,-74.5275,-958
164,7008,95.588,-45.2038,-960
165,7008,38.4489,-18.1082,-960.25
166,7008,71.3923,-23.6328,-960
167,7002,-143.312,48.4817,-1502
168,7002,-158.889,52.6478,-1502
169,7002,-52.7477,18.0298,-1500
170,12010,163.16,-291.366,-1495.5
171,7002,18.436,131.259,-1498
172,7002,27.9491,147.013,-1500
173,7002,6.84531,113.959,-1502
174,7002,8.41331,140.296,-1502
175,13002,234.521,116.699,-167.1
176,13002,242.336,97.0786,-223
177,7008,29.1054,-29.7282,-962
178,7008,-21.0441,-43.1581,-959.75
179,7008,-18.8658,-36.7324,-959.75
180,7010,25.2179,38.8214,-820
181,7010,30.5312,49.2961,-822
182,7010,25.5749,39.6668,-822
183,7010,28.6614,48.932,-819.75
184,7010,21.8351,-48.0726,-820.25
185,7010,29.5565,-72.3356,-822.5
186,7010,38.0099,-76.2959,-820.25
187,7010,40.4591,-120.163,-822
188,7010,40.4065,-117.331,-822
189,7010,56.5982,-108.974,-820
190,7010,46.9706,-118.79,-820
191,7010,69.0233,-158.86,-818
192,7010,33.6307,-65.6536,-820.25
193,7002,12.9904,67.8573,-1500.25
194,7002,1.73206,65.0239,-1498
195,7002,12.9797,67.6299,-1500.25
196,12010,208.512,-253.473,-1495.5
197,7002,79.0851,143.064,-1498
198,7004,54.8449,13.1928,-1298
199,7004,-14.1006,-91.1877,-1300.25
200,7004,-33.9051,-140.116,-1302
201,7004,-35.5225,-121.496,-1300
202,8004,61.7011,-38.1305,201.868
203,8004,63.4593,-33.3269,147.961
204,8004,64.7059,-29.9211,148.628
205,8004,68.6795,-20.7059,185.766
206,8004,71.5055,-9.44597,160.063
207,8004,71.5881,-11.4186,177.326
208,8004,67.4811,23.3691,151.798
209,8004,70.2526,17.3974,204.984
210,8004,70.32,17.2523,205.817
211,8004,63.0001,34.2029,154.9
212,8004,61.2868,36.5485,170.919
213,8004,58.8137,42.4367,187.522
214,8004,46.6137,54.7957,179.124
215,8004,41.4897,57.9177,185.197
216,8004,30.8075,64.3815,174.905
217,8004,38.9023,61.4186,198.295
218,8004,30.4022,64.5298,166.713
219,8004,17.9867,69.103,182.182
220,8004,3.95821,71.2758,196.85
221,8004,-9.95269,70.6956,192.233
222,8004,-9.77972,70.7376,193.754
223,8004,-15.8546,70.9686,150.047
224,8004,-20.1254,68.9865,166.034
225,8004,-36.705,61.1725,189.155
226,8004,-36.8573,61.0612,192.85
227,7006,26.1077,-47.0665,-1100.25
228,7006,55.5694,-156.75,-1102
229,7006,38.6921,-97.1293,-1100
230,7006,64.7654,-157.882,-1098
231,7006,22.8606,-43.9429,-1100.25
232,7006,44.6684,-88.3647,-1100.25
233,8006,108.192,41.5428,-410.377
234,8006,104.722,48.8208,-360.287
235,8006,108.157,41.6356,-373.312
236,8006,102.166,54.6531,-422.208
237,8006,107.345,44.6641,-351.404
238,8006,104.023,49.9286,-352.09
239,7010,-22.7332,-30.15,-820
240,7010,-22.6294,-32.184,-820
241,7010,19.3926,-35.2666,-820.833
242,7002,-10.8959,72.693,-1497.5
243,7002,-38.2461,80.6404,-1502.5
244,7012,-90.377,-18.2267,-698
245,7006,-15.7321,104.999,-1102
246,7006,-7.54752,56.8576,-1099.75
247,7006,-14.1827,60.6814,-1097.5
248,7006,-16.1785,61.2841,-1097.5
249,7006,-14.1064,40.7914,-1100
250,7006,-28.8286,148.16,-1100
251,7006,-16.8926,105.564,-1098
252,9012,62.9256,51.3435,1302.5
253,9012,34.5264,38.4638,1302.5
254,9012,50.2085,41.2712,1302.5
255,9012,127.208,112.489,1298
256,9012,40.7372,42.0382,1300.25
257,9012,50.7925,65.0521,1298
258,9012,30.9874,44.8818,1300
259,9012,37.4157,32.5112,1300.25
260,9012,48.64,54.8329,1298
261,9012,34.3897,38.302,1298
262,9012,35.0459,41.5495,1300
263,9012,83.1721,77.9323,1300
264,9012,78.9834,81.1401,1302
265,9012,80.45,85.4872,1300
266,9012,30.3339,42.7539,1302
