19428 22882
node2,node1,weight
1,1559,1.0
2,1566,1.0
4,1561,1.0
5,1558,1.0
5,1562,1.0
6,1567,1.0
6,1565,1.0
8,1559,1.0
9,1564,1.0
9,1566,1.0
10,1566,1.0
11,1558,1.0
11,1562,1.0
13,1569,1.0
14,1570,1.0
15,1571,1.0
16,1568,1.0
16,1574,1.0
17,1580,1.0
18,1577,1.0
19,1576,1.0
20,1577,1.0
22,1582,1.0
23,1578,1.0
24,1579,1.0
25,1580,1.0
27,1584,1.0
28,1585,1.0
29,1590,1.0
29,1591,1.0
30,1596,1.0
31,1597,1.0
33,1600,1.0
34,1595,1.0
34,1594,1.0
35,1601,1.0
36,1604,1.0
37,1607,1.0
38,1606,1.0
39,1610,1.0
40,1473,1.0
41,1608,1.0
41,1609,1.0
43,17018,1.0
45,17019,1.0
47,17021,1.0
47,17023,1.0
48,17024,1.0
49,17020,1.0
52,17026,1.0
53,17025,1.0
54,17028,1.0
55,17030,1.0
55,17029,1.0
59,17035,1.0
60,17032,1.0
61,17030,1.0
61,17029,1.0
62,17032,1.0
64,17033,1.0
65,17036,1.0
67,17042,1.0
68,17047,1.0
69,17048,1.0
70,17057,1.0
71,17050,1.0
72,17043,1.0
73,17045,1.0
74,17046,1.0
75,17052,1.0
75,17058,1.0
76,17053,1.0
77,17059,1.0
78,17057,1.0
79,17055,1.0
80,17056,1.0
84,17067,1.0
85,17064,1.0
86,17065,1.0
87,17073,1.0
89,17068,1.0
90,17076,1.0
91,17079,1.0
92,17073,1.0
93,17075,1.0
93,17063,1.0
93,17074,1.0
95,17078,1.0
96,17081,1.0
97,17082,1.0
99,17088,1.0
100,17083,1.0
101,17091,1.0
102,17086,1.0
103,17083,1.0
107,17088,1.0
108,17093,1.0
109,17085,1.0
109,17092,1.0
110,17091,1.0
112,17089,1.0
112,17096,1.0
113,17100,1.0
114,17094,1.0
115,17095,1.0
116,17906,1.0
116,17904,1.0
117,17906,1.0
117,17904,1.0
118,17908,1.0
120,17098,1.0
121,17099,1.0
125,17102,1.0
129,2005,1.0
130,17107,1.0
131,2005,1.0
132,17106,1.0
133,17104,1.0
133,17103,1.0
134,17107,1.0
135,17105,1.0
138,17109,1.0
139,17108,1.0
140,17110,1.0
140,17112,1.0
142,17898,1.0
143,17110,1.0
143,17112,1.0
145,17116,1.0
146,17114,1.0
147,17111,1.0
148,17116,1.0
149,17118,1.0
150,17119,1.0
151,17120,1.0
152,17117,1.0
152,17121,1.0
153,17131,1.0
153,17124,1.0
155,17135,1.0
156,17129,1.0
156,17127,1.0
157,19025,1.0
158,19028,1.0
159,19026,1.0
160,3896,1.0
161,10066,1.0
162,19029,1.0
163,19027,1.0
164,3899,1.0
165,3894,1.0
166,3895,1.0
167,18127,1.0
167,12176,1.0
168,18126,1.0
168,18125,1.0
168,12177,1.0
168,12175,1.0
171,16338,1.0
171,18068,1.0
172,18069,1.0
172,12308,1.0
174,16245,1.0
177,11527,1.0
178,19186,1.0
179,11210,1.0
180,944,1.0
181,19413,1.0
182,19208,1.0
183,19412,1.0
184,10526,1.0
185,19407,1.0
186,19416,1.0
187,11296,1.0
187,11310,1.0
187,11316,1.0
187,11305,1.0
187,11315,1.0
188,19409,1.0
189,10530,1.0
190,19411,1.0
192,19406,1.0
197,16320,1.0
197,12293,1.0
198,920,1.0
199,19176,1.0
200,541,1.0
201,19240,1.0
202,15608,1.0
203,17458,1.0
204,17456,1.0
205,15612,1.0
206,17461,1.0
207,15613,1.0
208,17471,1.0
209,15620,1.0
210,15620,1.0
211,3363,1.0
212,3365,1.0
213,15631,1.0
214,15638,1.0
215,15636,1.0
216,15641,1.0
217,15639,1.0
218,3375,1.0
219,16351,1.0
219,9947,1.0
220,15644,1.0
221,9971,1.0
222,15651,1.0
223,3383,1.0
224,3387,1.0
225,15653,1.0
226,15655,1.0
227,18807,1.0
228,14757,1.0
229,18803,1.0
230,543,1.0
231,19242,1.0
231,19189,1.0
233,14876,1.0
233,14877,1.0
233,18888,1.0
234,14971,1.0
234,14970,1.0
234,14972,1.0
234,14973,1.0
235,12533,1.0
236,14880,1.0
236,6176,1.0
237,14974,1.0
238,12398,1.0
238,12400,1.0
239,5455,1.0
240,5450,1.0
241,16228,1.0
244,17513,1.0
245,5185,1.0
246,3892,1.0
247,5187,1.0
248,1421,1.0
