node_idx,hit_id
0,2
0,1420
1,4
2,5
2,38
3,6
4,8
4,48
5,9
6,10
7,13
7,1426
8,14
9,15
9,1427
10,16
11,17
12,18
13,21
13,45
14,24
15,25
16,26
17,27
18,28
19,29
19,54
20,30
21,32
22,33
23,34
23,50
24,35
25,36
26,39
27,42
28,43
29,44
30,46
31,47
32,51
33,53
34,89
34,124
35,56
36,59
37,60
38,62
39,107
40,63
41,64
42,65
42,41
43,66
44,67
44,115
45,68
46,69
46,40
47,71
48,72
49,73
50,74
51,75
51,118
52,76
53,77
54,79
54,57
55,80
56,82
56,52
57,83
58,84
59,85
60,86
61,138
62,87
62,58
63,88
63,101
64,90
65,93
66,95
66,126
67,97
67,78
68,98
69,99
69,128
70,100
71,103
72,104
72,61
73,105
73,163
74,106
74,155
75,198
76,108
76,150
77,109
78,110
78,70
79,252
79,225
80,113
81,114
82,247
83,116
83,165
84,184
84,148
85,117
86,119
87,121
88,122
89,123
90,125
91,127
91,94
92,129
93,130
93,91
94,131
94,102
95,132
96,133
97,134
98,135
98,144
99,136
100,241
100,264
101,139
101,167
102,140
102,166
103,142
104,143
105,145
106,146
107,147
108,151
109,152
110,154
111,156
112,157
113,159
113,181
114,161
115,162
116,164
116,111
117,168
118,169
119,170
119,199
120,171
120,203
121,172
122,173
122,209
123,174
124,388
125,389
125,417
126,390
127,177
128,178
129,179
130,180
130,227
131,182
131,223
132,183
132,158
133,185
134,186
135,187
136,188
137,189
137,217
138,190
139,192
140,193
141,194
142,195
143,196
143,160
144,197
144,149
145,430
146,431
147,432
148,200
149,201
150,384
150,427
151,385
152,386
153,204
154,205
155,211
156,213
156,207
157,214
157,229
158,215
159,216
160,218
161,219
162,220
163,221
164,222
165,224
166,226
167,228
168,231
169,233
170,234
170,238
171,235
172,236
173,239
174,240
175,465
175,449
176,466
176,490
177,243
178,246
179,580
180,248
180,298
181,249
181,282
182,250
182,295
183,251
184,411
185,412
186,253
187,256
187,283
188,257
188,288
189,258
189,281
190,259
190,287
191,260
192,261
193,262
193,245
194,265
195,266
196,267
197,268
198,269
199,270
200,271
201,272
202,273
202,301
203,274
204,275
205,276
206,277
207,278
207,317
208,279
209,280
210,284
210,255
211,285
212,286
213,292
214,293
214,311
215,294
216,297
217,299
218,300
219,302
219,341
220,303
220,340
221,305
222,306
223,308
224,309
224,333
225,313
226,314
226,357
227,315
228,316
228,290
229,318
230,319
230,365
231,320
231,296
232,321
232,289
233,322
234,323
235,324
235,291
236,325
237,326
238,327
239,328
240,329
241,330
242,331
242,360
243,332
243,348
244,335
245,338
246,339
247,342
248,343
249,344
249,304
250,345
251,347
252,349
253,351
254,352
255,353
255,334
256,356
257,358
258,359
259,361
260,362
261,363
261,394
262,364
263,589
264,590
265,591
265,568
266,366
267,368
267,397
268,369
269,370
270,371
271,372
272,373
272,383
273,375
274,376
274,382
275,379
276,381
276,350
277,718
277,735
278,719
279,720
280,722
281,387
281,378
282,767
282,727
283,768
284,769
285,771
286,392
286,380
287,396
288,398
288,367
289,399
290,400
291,401
292,402
293,403
294,404
295,405
296,407
297,410
298,860
299,861
299,895
300,862
300,901
301,865
301,808
302,414
303,415
304,416
304,391
305,421
306,423
307,424
308,428
308,470
309,429
310,907
311,910
312,911
313,912
313,875
314,433
314,478
315,434
315,413
316,435
317,436
318,437
319,438
320,439
320,475
321,440
321,409
322,441
323,442
323,408
324,444
325,445
326,446
327,447
327,425
328,450
328,422
329,451
330,452
331,453
331,426
332,454
333,455
334,458
335,459
336,460
337,462
337,448
338,955
339,956
340,957
341,958
342,959
343,960
344,468
345,471
346,472
347,473
348,477
348,443
349,479
350,480
351,482
352,483
353,484
354,485
355,487
356,488
357,489
358,491
359,493
359,496
360,495
360,503
361,497
362,499
362,494
363,500
364,501
365,505
365,531
366,506
367,507
368,508
368,559
369,510
369,556
370,511
371,512
371,481
372,513
373,514
374,515
374,486
375,516
376,517
376,547
377,518
377,476
378,519
379,520
380,522
381,523
382,524
383,525
384,526
384,467
385,527
385,537
386,529
387,530
388,533
388,502
389,540
390,542
390,528
391,543
392,545
393,546
394,548
394,581
395,549
396,550
397,551
398,553
399,554
400,555
401,561
401,541
402,562
403,564
404,566
405,567
406,569
406,536
407,571
407,539
408,572
408,601
409,573
