node_idx,hit_id
0,27
1,89
1,124
2,62
3,63
4,82
4,52
5,85
6,97
6,78
7,99
7,128
8,198
9,110
9,70
10,252
10,225
11,121
12,129
13,143
14,164
14,111
15,168
16,172
17,174
18,185
19,222
20,235
21,286
22,292
23,303
23,340
24,306
25,332
25,348
26,335
27,338
28,376
28,382
29,381
29,350
30,396
31,398
31,367
32,862
32,901
33,424
34,446
35,451
36,458
37,956
38,489
39,491
40,505
40,531
41,514
42,527
42,537
43,533
43,502
44,548
44,581
45,555
46,574
47,575
48,1130
48,1164
49,1255
49,1207
50,593
51,595
51,604
52,596
53,600
54,619
54,578
55,633
55,655
56,646
57,647
58,649
59,652
59,622
60,653
61,725
62,737
63,755
64,777
65,798
65,828
66,812
66,782
67,818
68,827
69,836
69,843
70,874
70,915
71,888
72,918
73,920
74,925
75,932
76,937
77,938
77,890
78,944
79,954
80,972
81,986
82,994
83,1000
84,1011
85,1014
86,1029
87,1030
88,1054
89,1055
90,1058
90,1049
91,1062
91,1101
92,1069
92,1052
93,1072
94,1074
94,1118
95,1086
95,1047
96,1092
97,1095
98,1111
98,1098
99,1122
100,1141
101,1151
102,1158
102,1208
103,1161
104,1162
105,1182
106,1183
107,1190
108,1216
109,1218
109,1195
110,1233
111,1235
112,1236
113,1263
113,1202
114,1265
114,1298
115,1269
115,1238
116,1276
116,1244
117,1282
118,1283
119,1291
120,1295
121,1297
122,1314
123,1320
124,1324
125,1331
125,1315
126,1356
127,1359
127,1380
128,1384
129,1388
130,1409
130,1433
131,1421
132,1438
133,1475
134,1490
135,1588
136,1516
137,1521
138,1526
139,1530
140,1538
140,1596
141,1540
141,1601
142,1548
143,1555
144,1562
144,1558
145,1585
146,1599
147,1647
148,1659
148,1613
149,1660
150,1677
151,2053
152,1871
153,1707
153,1697
154,1708
154,1732
155,1710
156,1723
156,1764
157,1731
158,1735
159,1762
159,1796
160,1937
161,1777
162,1797
162,1767
163,1803
164,1832
165,1855
166,1864
167,1872
167,1885
168,1877
169,1895
170,1912
170,1945
171,2317
172,2321
173,1951
173,1899
174,1965
175,2012
175,2024
176,2014
177,2015
178,2606
178,2620
179,2607
180,2041
181,2489
181,2482
182,2490
183,2492
184,2061
185,2076
186,2084
187,2134
188,2136
188,2183
189,2169
190,2181
190,2218
191,2184
192,2185
193,2189
194,2200
194,2194
195,2208
195,2122
195,2175
196,2221
196,2253
197,2255
198,2259
199,2262
200,3078
201,2274
202,2276
202,2238
203,2288
203,2247
204,2307
205,2309
206,2332
206,2382
207,3120
207,3098
208,2348
209,2353
210,2359
211,2360
212,2403
213,2413
213,2459
214,2423
214,2449
215,2444
216,2451
217,2465
217,2427
218,2473
218,2441
219,2474
220,2509
220,2556
221,2519
222,2527
223,2547
223,2501
224,2569
225,2573
225,2570
226,2575
227,2584
227,2558
228,2586
229,2591
229,2555
230,2599
231,2615
232,2626
233,2631
234,2653
235,2665
236,2671
236,2650
236,2715
237,2678
238,2702
239,2714
239,2685
240,2731
241,2732
241,2740
242,2737
242,2787
243,2741
243,2726
244,2752
245,2760
246,2765
246,2707
247,2775
247,2810
248,2778
248,2704
249,2788
250,2792
251,2798
252,2799
252,2843
253,2800
254,2832
255,2834
256,2835
257,2840
257,2870
258,2844
259,2845
260,2847
261,2865
262,2866
263,2882
264,2890
265,2895
266,2900
267,2901
268,2905
269,2915
270,2918
270,2884
270,2986
271,2919
271,2984
272,2922
273,2929
273,2880
274,2943
275,2952
276,2953
277,2958
278,2975
278,2908
279,3003
279,2961
280,3005
280,3001
281,3006
282,3016
283,3039
284,3040
284,2969
285,3045
286,3046
287,3047
288,3048
289,3071
290,3105
291,3130
292,3134
293,3136
293,3125
294,3182
295,3199
295,3165
296,3203
297,3204
298,3258
298,3272
299,3270
300,3273
301,3334
301,3418
302,3299
302,3322
303,3323
303,3400
304,3326
305,3345
306,3358
306,3319
307,3363
308,3375
308,3355
309,3401
309,3344
310,3405
311,3426
312,3648
313,3456
313,3509
314,3473
315,3487
316,3492
316,3566
317,3504
318,3506
318,3461
319,3532
320,3543
320,3581
321,3573
322,3588
323,3589
324,3603
324,3649
325,3997
325,3916
326,3641
327,4206
328,3652
328,3572
328,3613
329,3659
330,3666
330,3616
331,3708
332,3711
332,3788
332,3667
333,3729
333,3785
334,3732
335,3745
336,3750
337,3780
337,3830
338,3784
339,3799
339,3752
340,4252
340,4300
341,4257
342,3812
343,3829
343,3775
344,3861
344,3769
344,3827
345,3884
346,3888
347,3897
348,3906
349,4541
349,4485
350,3915
350,3958
351,3921
351,4005
352,3945
353,3949
354,4915
354,4987
355,3964
356,3973
357,3993
358,4031
358,4083
359,4043
360,4064
361,4076
362,4090
363,4096
364,4099
365,4118
366,4131
367,4135
367,4066
368,4192
368,4136
369,4197
369,4129
370,4201
370,4158
371,5236
372,4224
372,4173
373,4228
373,4175
374,4230
374,4195
375,4233
375,4194
376,4240
377,5280
377,5317
378,4265
379,4276
380,4288
380,4216
381,4301
381,4322
382,4306
383,4314
384,4362
384,4447
384,4380
385,4374
386,4406
386,4464
387,4420
388,4432
388,4472
389,4461
390,4466
391,4467
392,4483
393,4492
394,4514
394,4549
395,4515
396,4536
397,4548
397,4615
398,4571
398,4520
399,4579
400,4601
400,4580
401,4634
401,4662
402,4637
403,4639
403,4590
404,4644
405,4657
406,4658
406,4647
407,4669
407,4574
407,4625
408,4677
408,4729
409,4695
409,4736
409,4607
410,4704
411,4708
412,4724
413,4747
413,4778
414,4771
414,4728
415,4786
415,4861
416,4789
417,4792
418,4801
419,4806
420,4811
421,4812
422,4829
423,4849
424,4858
425,4874
426,4880
427,4887
428,4889
428,4938
429,4923
429,4978
430,4930
430,4842
431,4936
432,4947
433,4951
434,4952
434,5051
435,4960
435,5030
436,4966
436,4906
437,4967
437,4909
438,4984
438,5033
439,4989
439,4926
440,4990
441,5007
441,4994
442,5008
443,5031
443,4985
443,4933
444,5039
445,5042
446,5047
446,5102
447,5069
448,5070
449,5074
450,5092
451,5094
451,5152
452,5101
452,5020
453,5108
453,5162
454,5110
455,5114
455,5176
456,5118
457,5120
458,5154
459,5160
459,5087
460,5169
461,5214
462,5248
463,5265
463,5222
463,5157
464,5269
465,5300
466,5314
467,5340
468,5342
469,5360
469,3222
470,5366
471,5367
472,5372
473,5380
474,5407
474,7892
475,5423
476,5444
477,5449
478,5477
478,5523
479,5500
479,5557
480,5507
480,5474
481,5513
482,5514
483,5521
484,5772
485,5555
486,5565
487,5592
488,5594
488,5526
489,5611
