node_idx,layer_id,x,y,z
0,7002,-150.699,-10.1456,-1502
1,7002,-93.9134,-48.377,-1500
2,7002,-77.8816,-32.3408,-1502
3,7002,-72.8297,-27.434,-1502
4,7002,-116.266,-30.6011,-1500
5,7002,-141.865,-51.6879,-1498
6,7002,-134.643,-53.5124,-1500
7,7002,-134.891,-66.2074,-1500
8,7002,-84.4661,-88.1077,-1502
9,7002,-66.7426,-34.4752,-1499.75
10,7002,-22.9314,-50.2401,-1499.75
11,7002,-75.4575,-47.9117,-1497.5
12,7002,-96.5132,-52.0691,-1498
13,7002,-119.892,-88.5825,-1502
14,7002,-51.5442,-35.7854,-1500
15,7002,-100.916,-89.0314,-1498
16,7002,-116.498,-98.2661,-1498
17,7002,-81.5474,-69.0484,-1498
18,7002,-65.6369,-69.8064,-1498
19,7002,-45.0428,-70.4888,-1502
20,7002,-81.3895,-117.797,-1502
21,7002,-17.122,-64.7858,-1502.5
22,7002,-22.0733,-76.1994,-1502.5
23,7002,-22.2332,-111.274,-1500
24,7002,-33.709,-161.121,-1502
25,7002,-11.5886,-109.397,-1500
26,7002,-18.7023,-152.349,-1498
27,7002,-14.5465,-120.385,-1498
28,7002,12.9462,-138.531,-1500
29,7002,-0.209542,-155.173,-1500
30,7002,15.006,-79.3179,-1497.5
31,7002,11.5674,-58.9714,-1499.75
32,7002,49.6094,50.9444,-1500.25
33,7002,26.5382,-121.023,-1498
34,7002,44.9729,-125.921,-1502
35,7002,44.9455,-145.821,-1502
36,7002,57.3287,-128.414,-1498
37,7002,87.7348,138.473,-1502
38,7002,71.033,-124.086,-1502
39,7002,66.7656,-120.638,-1502
40,7002,87.2166,-113.361,-1500
41,7002,51.5306,-65.5313,-1502
42,7002,75.9669,-82.5999,-1500
43,7002,63.9132,-89.731,-1500
44,7002,46.5124,-33.1637,-1500
45,7002,47.2179,-29.8401,-1497.5
46,7002,79.3979,-51.5578,-1502.5
47,7002,47.3562,-29.9289,-1502.5
48,7002,-19.8323,68.7137,-1500
49,7002,-51.3598,71.6992,-1500
50,7002,141.04,-96.9477,-1498
51,7002,114.45,-70.7072,-1500
52,7002,138.153,-96.364,-1498
53,7002,136.577,-87.7694,-1498
54,7002,56.1256,-30.2675,-1500.25
55,7002,138.691,-38.9758,-1500
56,7002,64.1069,-14.1309,-1502
57,7002,88.2644,-17.3596,-1502
58,7002,79.3167,-21.3305,-1502
59,7002,90.1651,-29.1543,-1500
60,7002,70.0891,-16.4412,-1502
61,7002,152.807,5.7383,-1502
62,7002,141.792,17.0277,-1498
63,7002,71.9774,14.1179,-1498
64,7002,55.8067,23.8465,-1502
